File,level,term_path,term_id,term_url,title,agrovoc
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C7757,C7757,http://id.agrisemantics.org/gacs/C7757,- - - - Cauliflowers,http://aims.fao.org/aos/agrovoc/c_1394
GACS-Crops-C422.csv,4,C422>C36>C425>C2057,C2057,http://id.agrisemantics.org/gacs/C2057,- - - Fruit vegetables,http://aims.fao.org/aos/agrovoc/c_3129
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C13774,C13774,http://id.agrisemantics.org/gacs/C13774,- - - - Sweet peppers,http://aims.fao.org/aos/agrovoc/c_14727
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C2054,C2054,http://id.agrisemantics.org/gacs/C2054,- - - - Vegetable legumes,http://aims.fao.org/aos/agrovoc/c_8169
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C1637,C1637,http://id.agrisemantics.org/gacs/C1637,- - - - - Peas,http://aims.fao.org/aos/agrovoc/c_13177
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C18704,C18704,http://id.agrisemantics.org/gacs/C18704,- - - - - Phaseolus lunatus,http://aims.fao.org/aos/agrovoc/c_5766
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C19232,C19232,http://id.agrisemantics.org/gacs/C19232,- - - - - Cyamopsis tetragonoloba,http://aims.fao.org/aos/agrovoc/c_2051
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C20074,C20074,http://id.agrisemantics.org/gacs/C20074,- - - - - Phaseolus coccineus,http://aims.fao.org/aos/agrovoc/c_5765
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C21943,C21943,http://id.agrisemantics.org/gacs/C21943,- - - - - Psophocarpus tetragonolobus,http://aims.fao.org/aos/agrovoc/c_6322
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C2054>C27865,C27865,http://id.agrisemantics.org/gacs/C27865,- - - - - Phaseolus acutifolius,http://aims.fao.org/aos/agrovoc/c_5764
