level,term_path,term_id,term_url,title,agrovoc
5,c_6211>c_3032>c_896>c_3123>c_25492,c_25492,http://aims.fao.org/aos/agrovoc/c_25492,- - - - Orange juice,
5,c_6211>c_3032>c_896>c_3123>c_25496,c_25496,http://aims.fao.org/aos/agrovoc/c_25496,- - - - Pineapple juice,
5,c_6211>c_3032>c_896>c_3123>c_25533,c_25533,http://aims.fao.org/aos/agrovoc/c_25533,- - - - Grape juice,
5,c_6211>c_3032>c_896>c_3123>c_8893,c_8893,http://aims.fao.org/aos/agrovoc/c_8893,- - - - Apple juice,
4,c_6211>c_3032>c_896>c_35743,c_35743,http://aims.fao.org/aos/agrovoc/c_35743,- - - Herbal teas,
4,c_6211>c_3032>c_896>c_4647,c_4647,http://aims.fao.org/aos/agrovoc/c_4647,- - - Mate,
4,c_6211>c_3032>c_896>c_7149,c_7149,http://aims.fao.org/aos/agrovoc/c_7149,- - - Soft drinks,
5,c_6211>c_3032>c_896>c_7149>c_28261,c_28261,http://aims.fao.org/aos/agrovoc/c_28261,- - - - Carbonated beverages,
4,c_6211>c_3032>c_896>c_7634,c_7634,http://aims.fao.org/aos/agrovoc/c_7634,- - - Tea,
4,c_6211>c_3032>c_896>c_7636,c_7636,http://aims.fao.org/aos/agrovoc/c_7636,- - - Tea substitutes,
4,c_6211>c_3032>c_896>c_8168,c_8168,http://aims.fao.org/aos/agrovoc/c_8168,- - - Vegetable juices,
2,c_6211>c_3049,c_3049,http://aims.fao.org/aos/agrovoc/c_3049,- Forest products,
3,c_6211>c_3049>c_1250,c_1250,http://aims.fao.org/aos/agrovoc/c_1250,- - Canes and rattans,
3,c_6211>c_3049>c_1374061601084,c_1374061601084,http://aims.fao.org/aos/agrovoc/c_1374061601084,- - Illegally derived forest products,
3,c_6211>c_3049>c_1591,c_1591,http://aims.fao.org/aos/agrovoc/c_1591,- - Christmas trees,
3,c_6211>c_3049>c_16203,c_16203,http://aims.fao.org/aos/agrovoc/c_16203,- - Wood products,
4,c_6211>c_3049>c_16203>c_1503,c_1503,http://aims.fao.org/aos/agrovoc/c_1503,- - - Charcoal,
4,c_6211>c_3049>c_16203>c_8184,c_8184,http://aims.fao.org/aos/agrovoc/c_8184,- - - Veneers,
4,c_6211>c_3049>c_16203>c_8424,c_8424,http://aims.fao.org/aos/agrovoc/c_8424,- - - Wood extracts,
4,c_6211>c_3049>c_16203>c_8425,c_8425,http://aims.fao.org/aos/agrovoc/c_8425,- - - Wood flour,
